cliente_id,nome,data_nascimento,genero,cidade,estado,data_cadastro,segmento
21591,Tiago Souza,1993-10-06,M,Joinville,SC,2025-05-25,Pessoa Física
21592,Ana Araújo,1998-05-18,M,Curitiba,PR,2020-06-27,Pessoa Física
21593,Vanessa Costa,1992-10-01,F,Rio de Janeiro,RJ,2021-05-23,Pessoa Física
21594,Carla Almeida,1989-08-01,M,Curitiba,PR,2022-12-18,Pessoa Física
21595,Empresa Nascimento 095 Ltda,1996-12-15,PJ,Porto Alegre,RS,2022-12-05,Pessoa Jurídica
21596,Empresa Lima 096 Ltda,1999-10-13,PJ,Porto Alegre,RS,2020-12-25,Pessoa Jurídica
21597,Empresa Nascimento 097 Ltda,2009-08-11,PJ,Florianópolis,SC,2020-03-30,Pessoa Jurídica
21598,William Araújo,2002-07-24,F,Curitiba,PR,2019-11-13,Pessoa Física
21599,Patrícia Pereira,1961-06-21,M,Londrina,PR,2026-03-29,Alta Renda
21600,Empresa Lima 100 Ltda,2018-10-01,PJ,Florianópolis,SC,2025-02-04,Pessoa Jurídica
21601,João Nascimento,2000-12-29,M,Florianópolis,SC,2025-08-15,Pessoa Física
21602,Otávio Silva,1999-07-01,F,Porto Alegre,RS,2026-06-28,Alta Renda
21603,Sabrina Fernandes,1997-12-03,M,Santa Maria,RS,2022-04-15,Pessoa Física
21604,Otávio Nascimento,1976-08-21,F,Campinas,SP,2022-04-18,Pessoa Física
21605,Empresa Souza 105 Ltda,2016-04-16,PJ,Blumenau,SC,2026-08-20,Pessoa Jurídica
21606,Empresa Oliveira 106 Ltda,1997-07-09,PJ,Santa Maria,RS,2021-04-28,Pessoa Jurídica
21607,Henrique Silva,1979-06-20,M,Vitória,ES,2020-12-02,Pessoa Física
21608,Eduarda Fernandes,1961-01-08,F,Caxias do Sul,RS,2026-04-10,Alta Renda
21609,Gabriela Costa,1993-11-29,F,Brasília,DF,2021-10-23,Pessoa Física
21610,Marcos Pereira,2001-03-08,F,Brasília,DF,2025-07-30,Pessoa Física
21611,Bruno Santos,1983-10-07,F,Santa Maria,RS,2026-04-10,Pessoa Física
21612,Ana Oliveira,1980-06-12,F,Rio de Janeiro,RJ,2025-06-21,Pessoa Física
21613,Empresa Pereira 113 Ltda,2010-10-15,PJ,Florianópolis,SC,2021-02-22,Pessoa Jurídica
21614,Gabriela Oliveira,1994-04-09,F,Goiânia,GO,2024-09-28,Pessoa Física
21615,Empresa Costa 115 Ltda,2014-10-29,PJ,Londrina,PR,2025-03-14,Pessoa Jurídica
21616,Henrique Souza,1955-05-09,F,Vitória,ES,2022-08-28,Pessoa Física
21617,Gabriela Silva,1981-07-23,M,Santa Cruz do Sul,RS,2023-04-07,Alta Renda
21618,João Almeida,2005-02-02,F,São Paulo,SP,2018-09-14,Pessoa Física
21619,Sabrina Costa,1958-08-03,M,Belo Horizonte,MG,2025-05-21,Pessoa Física
21620,Empresa Fernandes 120 Ltda,2011-09-01,PJ,Belo Horizonte,MG,2024-03-26,Pessoa Jurídica
21621,Henrique Souza,1998-12-10,M,Belo Horizonte,MG,2018-02-10,Pessoa Física
21622,Daniel Costa,1964-07-03,F,Caxias do Sul,RS,2022-10-04,Pessoa Física
21623,Ana Santos,1989-03-24,F,Campinas,SP,2024-09-06,Pessoa Física
21624,Marcos Fernandes,1996-05-15,M,Campinas,SP,2023-04-12,Pessoa Física
21625,Empresa Almeida 125 Ltda,2013-06-30,PJ,Goiânia,GO,2022-12-14,Pessoa Jurídica
21626,Otávio Santos,1992-01-13,M,Rio de Janeiro,RJ,2018-03-12,Pessoa Física
21627,Rafael Costa,1983-01-17,F,Belo Horizonte,MG,2022-06-08,Pessoa Física
21628,Empresa Silva 128 Ltda,2002-03-18,PJ,Campinas,SP,2023-11-24,Pessoa Jurídica
21629,Otávio Lima,2002-12-31,M,Curitiba,PR,2025-09-29,Pessoa Física
21630,Bruno Souza,1950-10-05,F,Curitiba,PR,2022-11-24,Alta Renda
21631,Patrícia Silva,2005-10-05,M,Rio de Janeiro,RJ,2025-03-29,Pessoa Física
21632,Vanessa Santos,1955-10-15,M,Joinville,SC,2020-07-01,Pessoa Física
21633,Bruno Araújo,1954-08-04,F,Belo Horizonte,MG,2018-11-20,Pessoa Física
21634,Felipe Almeida,1976-08-15,M,Campinas,SP,2023-09-16,Pessoa Física
21635,Otávio Almeida,2004-08-22,F,Goiânia,GO,2022-02-07,Pessoa Física
21636,Otávio Costa,1988-12-27,M,Curitiba,PR,2019-08-24,Pessoa Física
21637,Otávio Fernandes,1992-05-27,F,Caxias do Sul,RS,2026-04-25,Pessoa Física
21638,Patrícia Silva,1971-09-18,M,Vitória,ES,2019-06-27,Alta Renda
21639,Larissa Lima,1956-04-27,F,Belo Horizonte,MG,2023-08-23,Pessoa Física
21640,Felipe Rodrigues,1982-10-21,M,Rio de Janeiro,RJ,2018-02-02,Pessoa Física
21641,Rafael Almeida,1987-03-22,M,Rio de Janeiro,RJ,2026-10-21,Alta Renda
21642,Rafael Costa,1990-12-12,F,São Paulo,SP,2022-03-25,Alta Renda
21643,Empresa Nascimento 143 Ltda,2017-11-08,PJ,Rio de Janeiro,RJ,2018-03-25,Pessoa Jurídica
21644,João Oliveira,1967-03-02,M,Rio de Janeiro,RJ,2023-08-24,Pessoa Física
21645,William Rodrigues,1989-05-03,F,Londrina,PR,2021-12-29,Alta Renda
21646,Daniel Silva,1979-04-26,F,Blumenau,SC,2018-02-12,Pessoa Física
21647,Sabrina Pereira,1980-08-17,M,Porto Alegre,RS,2025-04-23,Pessoa Física
21648,Patrícia Oliveira,1978-04-29,F,Joinville,SC,2024-01-12,Pessoa Física
21649,Marcos Silva,1955-04-09,M,Porto Alegre,RS,2025-01-08,Pessoa Física
21650,Daniel Araújo,2004-09-27,M,Belo Horizonte,MG,2025-02-19,Pessoa Física
21651,Daniel Nascimento,1972-12-05,M,Caxias do Sul,RS,2022-11-19,Pessoa Física
21652,Tiago Costa,1980-05-18,F,Porto Alegre,RS,2024-05-30,Pessoa Física
21653,Natália Oliveira,1953-11-07,M,Campinas,SP,2026-01-10,Pessoa Física
21654,Gabriela Fernandes,2005-07-24,M,São Paulo,SP,2023-08-03,Pessoa Física
21655,Natália Araújo,1974-12-09,F,Curitiba,PR,2019-02-15,Pessoa Física
21656,Larissa Almeida,1971-12-31,F,Porto Alegre,RS,2024-01-22,Pessoa Física
21657,Tiago Costa,1951-01-13,F,Porto Alegre,RS,2024-04-19,Pessoa Física
21658,Felipe Rodrigues,1973-11-06,F,Goiânia,GO,2021-03-24,Alta Renda
21659,Carla Nascimento,1993-02-03,M,Campinas,SP,2026-10-24,Pessoa Física
21660,Empresa Pereira 160 Ltda,2010-11-02,PJ,Brasília,DF,2019-04-27,Pessoa Jurídica
21661,Empresa Fernandes 161 Ltda,2003-08-09,PJ,Blumenau,SC,2024-02-09,Pessoa Jurídica
21662,Gabriela Oliveira,1954-03-27,F,Londrina,PR,2026-10-11,Pessoa Física
21663,Carla Souza,1950-09-03,M,Brasília,DF,2018-10-17,Pessoa Física
21664,Vanessa Oliveira,1997-08-02,F,Goiânia,GO,2024-12-01,Pessoa Física
21665,Henrique Nascimento,1983-05-06,F,Goiânia,GO,2025-02-10,Pessoa Física
21666,Gabriela Silva,2004-11-03,F,Joinville,SC,2018-07-17,Pessoa Física
21667,Vanessa Costa,1997-12-24,F,São Paulo,SP,2023-09-12,Pessoa Física
21668,Isabela Silva,1969-08-17,F,Blumenau,SC,2025-12-22,Pessoa Física
21669,Bruno Lima,1967-07-20,M,Joinville,SC,2023-03-23,Alta Renda
21670,Henrique Lima,1961-07-22,F,São Paulo,SP,2023-04-19,Pessoa Física
21671,Empresa Oliveira 171 Ltda,2017-08-27,PJ,Porto Alegre,RS,2021-03-12,Pessoa Jurídica
21672,Felipe Oliveira,1953-06-12,F,Brasília,DF,2026-03-19,Pessoa Física
21673,Bruno Costa,1976-11-11,M,Caxias do Sul,RS,2025-06-06,Pessoa Física
21674,Henrique Fernandes,1966-02-13,M,Belo Horizonte,MG,2018-10-04,Alta Renda
21675,Empresa Araújo 175 Ltda,2011-06-15,PJ,Goiânia,GO,2018-10-01,Pessoa Jurídica
21676,William Souza,1971-04-26,M,São Paulo,SP,2018-01-22,Pessoa Física
21677,Larissa Almeida,1978-10-09,F,Joinville,SC,2018-05-03,Pessoa Física
21678,William Silva,1996-11-18,M,Joinville,SC,2026-12-24,Pessoa Física
21679,Felipe Lima,1956-03-14,F,Belo Horizonte,MG,2025-07-04,Alta Renda
21680,Empresa Santos 180 Ltda,1997-11-01,PJ,Campinas,SP,2026-02-16,Pessoa Jurídica
21681,Sabrina Oliveira,1964-07-13,M,Santa Cruz do Sul,RS,2026-10-05,Alta Renda
21682,Ana Lima,1982-06-21,F,Belo Horizonte,MG,2020-02-05,Alta Renda
21683,Otávio Lima,1955-05-09,M,Campinas,SP,2022-06-09,Alta Renda
21684,Felipe Pereira,1989-11-21,M,Joinville,SC,2023-03-18,Alta Renda
21685,Henrique Santos,1985-03-13,F,Joinville,SC,2021-04-06,Pessoa Física
21686,Larissa Nascimento,1983-12-13,M,São Paulo,SP,2022-02-06,Pessoa Física
21687,Rafael Santos,2001-08-31,M,Brasília,DF,2018-02-16,Pessoa Física
21688,Tiago Lima,1994-12-29,M,Belo Horizonte,MG,2026-07-13,Pessoa Física
21689,Carla Oliveira,1988-02-23,M,Brasília,DF,2024-03-17,Pessoa Física
21690,Tiago Lima,1988-01-14,M,Campinas,SP,2019-05-05,Alta Renda
21691,Rafael Lima,1976-05-03,M,Campinas,SP,2023-05-24,Pessoa Física
21692,Empresa Almeida 192 Ltda,2011-12-18,PJ,Curitiba,PR,2024-08-28,Pessoa Jurídica
21693,Empresa Pereira 193 Ltda,2002-02-02,PJ,Santa Maria,RS,2019-12-13,Pessoa Jurídica
21694,William Almeida,1961-01-05,M,Londrina,PR,2023-06-18,Pessoa Física
21695,Empresa Souza 195 Ltda,2018-10-03,PJ,Santa Cruz do Sul,RS,2020-02-13,Pessoa Jurídica
21696,Isabela Silva,1987-12-18,F,Blumenau,SC,2025-01-23,Alta Renda
21697,Ana Fernandes,1987-05-28,M,Blumenau,SC,2019-01-11,Pessoa Física
21698,João Nascimento,1999-02-05,M,Rio de Janeiro,RJ,2026-12-14,Pessoa Física
21699,Marcos Rodrigues,1958-07-13,M,Goiânia,GO,2020-08-02,Pessoa Física
21700,Ana Araújo,1989-10-16,M,Florianópolis,SC,2024-03-07,Pessoa Física
21701,Henrique Santos,1982-02-10,F,Rio de Janeiro,RJ,2019-01-01,Pessoa Física
21702,Empresa Fernandes 202 Ltda,2018-01-12,PJ,Rio de Janeiro,RJ,2018-03-07,Pessoa Jurídica
21703,Rafael Silva,1967-03-24,F,Porto Alegre,RS,2018-07-11,Pessoa Física
21704,Tiago Souza,1953-08-17,F,Curitiba,PR,2021-04-12,Pessoa Física
21705,Carla Almeida,2003-12-09,F,Curitiba,PR,2020-12-10,Pessoa Física
21706,Rafael Silva,1991-06-07,M,Belo Horizonte,MG,2022-05-12,Pessoa Física
21707,Empresa Costa 207 Ltda,2019-02-18,PJ,Brasília,DF,2021-05-11,Pessoa Jurídica
21708,Vanessa Oliveira,1992-07-16,F,Caxias do Sul,RS,2025-02-18,Pessoa Física
21709,Natália Costa,1976-04-10,F,Santa Cruz do Sul,RS,2022-10-17,Pessoa Física
21710,Bruno Rodrigues,1951-11-05,F,Santa Maria,RS,2018-03-06,Alta Renda
21711,Empresa Lima 211 Ltda,1998-10-18,PJ,Vitória,ES,2018-03-28,Pessoa Jurídica
21712,Natália Silva,1964-12-15,F,Belo Horizonte,MG,2019-04-28,Pessoa Física
21713,Otávio Almeida,1957-12-16,F,Caxias do Sul,RS,2022-11-10,Pessoa Física
21714,Empresa Almeida 214 Ltda,2005-03-10,PJ,Santa Cruz do Sul,RS,2018-12-08,Pessoa Jurídica
21715,Empresa Almeida 215 Ltda,2018-12-25,PJ,Vitória,ES,2021-09-14,Pessoa Jurídica
21716,Otávio Nascimento,2000-07-03,M,Porto Alegre,RS,2020-11-12,Pessoa Física
21717,Ana Nascimento,1962-01-26,M,Curitiba,PR,2022-04-25,Pessoa Física
21718,Carla Oliveira,1968-11-08,M,Brasília,DF,2023-10-30,Alta Renda
21719,Vanessa Araújo,1952-12-06,M,Joinville,SC,2022-06-20,Alta Renda
21720,Tiago Lima,2005-07-28,F,Brasília,DF,2022-07-02,Pessoa Física
21721,Vanessa Araújo,2004-02-12,M,Caxias do Sul,RS,2020-08-11,Alta Renda
21722,Empresa Costa 222 Ltda,2017-07-06,PJ,Caxias do Sul,RS,2024-03-18,Pessoa Jurídica
21723,Natália Silva,1957-03-01,F,Goiânia,GO,2018-03-14,Pessoa Física
21724,Empresa Pereira 224 Ltda,1998-03-12,PJ,Porto Alegre,RS,2023-01-18,Pessoa Jurídica
21725,Patrícia Nascimento,1954-07-24,F,Curitiba,PR,2023-10-14,Pessoa Física
21726,Empresa Lima 226 Ltda,2012-07-06,PJ,São Paulo,SP,2025-08-11,Pessoa Jurídica
21727,Empresa Araújo 227 Ltda,1999-11-03,PJ,São Paulo,SP,2019-01-20,Pessoa Jurídica
21728,Marcos Costa,1953-10-11,M,Florianópolis,SC,2018-08-22,Pessoa Física
21729,Vanessa Fernandes,1954-11-05,M,Belo Horizonte,MG,2018-12-09,Pessoa Física
21730,Vanessa Nascimento,1964-09-29,F,São Paulo,SP,2023-08-03,Pessoa Física
21731,Otávio Fernandes,1967-10-12,M,Campinas,SP,2025-03-26,Pessoa Física
21732,Vanessa Santos,1968-02-08,M,Goiânia,GO,2026-10-26,Pessoa Física
21733,Natália Fernandes,1984-11-05,F,Goiânia,GO,2021-11-02,Pessoa Física
21734,Empresa Araújo 234 Ltda,2003-06-15,PJ,Londrina,PR,2020-02-15,Pessoa Jurídica
21735,Empresa Rodrigues 235 Ltda,2004-04-05,PJ,Porto Alegre,RS,2023-01-26,Pessoa Jurídica
21736,Natália Nascimento,1979-03-31,M,Santa Cruz do Sul,RS,2020-03-13,Pessoa Física
21737,Isabela Araújo,2002-06-07,M,Rio de Janeiro,RJ,2020-10-18,Pessoa Física
21738,Isabela Pereira,1981-03-12,F,Rio de Janeiro,RJ,2022-07-27,Pessoa Física
21739,Isabela Fernandes,2002-10-09,M,Brasília,DF,2021-10-09,Pessoa Física
21740,Sabrina Nascimento,1962-08-01,F,Caxias do Sul,RS,2018-10-26,Alta Renda
21741,Empresa Santos 241 Ltda,2006-06-06,PJ,Joinville,SC,2023-12-11,Pessoa Jurídica
21742,Empresa Nascimento 242 Ltda,1996-06-09,PJ,Florianópolis,SC,2023-04-15,Pessoa Jurídica
21743,Vanessa Souza,1980-01-30,M,São Paulo,SP,2022-05-02,Pessoa Física
21744,Rafael Almeida,1983-10-16,M,Curitiba,PR,2025-12-03,Pessoa Física
21745,Empresa Costa 245 Ltda,2008-05-29,PJ,Blumenau,SC,2024-04-13,Pessoa Jurídica
21746,Marcos Araújo,1959-06-01,M,Blumenau,SC,2024-03-07,Pessoa Física
21747,William Nascimento,1991-11-27,M,Joinville,SC,2019-10-27,Alta Renda
21748,Eduarda Santos,1985-10-29,M,Rio de Janeiro,RJ,2025-01-09,Pessoa Física
21749,Larissa Lima,1957-07-06,M,São Paulo,SP,2026-02-15,Pessoa Física
21750,Gabriela Souza,1970-02-04,F,Joinville,SC,2024-11-19,Alta Renda
21751,Marcos Nascimento,2000-11-19,M,São Paulo,SP,2019-04-17,Alta Renda
21752,Patrícia Silva,1970-05-08,M,Porto Alegre,RS,2023-04-12,Pessoa Física
21753,Sabrina Costa,1961-10-18,F,Caxias do Sul,RS,2021-10-12,Pessoa Física
21754,João Pereira,1996-08-22,F,Caxias do Sul,RS,2018-09-06,Pessoa Física
21755,Ana Lima,1998-02-08,F,Vitória,ES,2024-08-23,Pessoa Física
21756,Natália Silva,1983-08-09,M,Vitória,ES,2022-09-25,Pessoa Física
21757,Empresa Santos 257 Ltda,2013-02-03,PJ,Florianópolis,SC,2026-07-12,Pessoa Jurídica
21758,Larissa Fernandes,1968-04-05,F,Belo Horizonte,MG,2018-11-18,Pessoa Física
21759,Daniel Oliveira,1983-04-14,M,Santa Cruz do Sul,RS,2018-03-24,Pessoa Física
21760,Empresa Lima 260 Ltda,2006-12-18,PJ,Vitória,ES,2021-04-12,Pessoa Jurídica
21761,Daniel Costa,1990-11-06,F,Caxias do Sul,RS,2019-11-19,Pessoa Física
21762,Henrique Oliveira,1988-06-18,F,Joinville,SC,2023-08-22,Alta Renda
21763,Empresa Lima 263 Ltda,2000-07-01,PJ,Brasília,DF,2021-09-19,Pessoa Jurídica
21764,Empresa Santos 264 Ltda,2012-10-10,PJ,Blumenau,SC,2023-12-05,Pessoa Jurídica
21765,Larissa Fernandes,1974-06-22,M,Caxias do Sul,RS,2026-03-14,Pessoa Física
21766,Natália Silva,1971-09-13,F,Santa Cruz do Sul,RS,2026-09-11,Pessoa Física
21767,Empresa Nascimento 267 Ltda,2004-05-08,PJ,Rio de Janeiro,RJ,2022-06-17,Pessoa Jurídica
21768,Eduarda Pereira,1953-02-26,M,Curitiba,PR,2026-04-12,Pessoa Física
21769,Bruno Lima,1983-11-23,M,Caxias do Sul,RS,2021-06-25,Pessoa Física
21770,Otávio Araújo,1986-11-16,F,Blumenau,SC,2021-08-05,Pessoa Física
21771,Empresa Santos 271 Ltda,2020-07-04,PJ,Rio de Janeiro,RJ,2021-07-08,Pessoa Jurídica
21772,Gabriela Nascimento,2002-01-29,F,Rio de Janeiro,RJ,2018-05-27,Pessoa Física
21773,Marcos Santos,1995-02-27,F,Goiânia,GO,2020-05-29,Pessoa Física
21774,Empresa Araújo 274 Ltda,2007-10-02,PJ,Curitiba,PR,2023-02-15,Pessoa Jurídica
21775,Daniel Araújo,1981-10-17,F,Santa Maria,RS,2021-11-20,Pessoa Física
21776,Rafael Nascimento,1983-12-22,M,Joinville,SC,2021-02-04,Pessoa Física
21777,Ana Lima,1993-06-27,M,Rio de Janeiro,RJ,2026-07-17,Alta Renda
21778,Sabrina Araújo,1969-06-03,M,Caxias do Sul,RS,2022-12-13,Alta Renda
21779,Sabrina Nascimento,1977-12-27,M,Campinas,SP,2022-08-13,Pessoa Física
21780,Vanessa Nascimento,1994-08-03,M,Blumenau,SC,2022-01-03,Pessoa Física
21781,Rafael Rodrigues,1961-10-23,F,Vitória,ES,2021-02-23,Pessoa Física
21782,Larissa Pereira,1990-04-26,F,Belo Horizonte,MG,2026-05-03,Alta Renda
21783,Empresa Fernandes 283 Ltda,2001-05-26,PJ,Santa Cruz do Sul,RS,2019-04-02,Pessoa Jurídica
21784,Empresa Pereira 284 Ltda,2008-03-25,PJ,Caxias do Sul,RS,2025-06-02,Pessoa Jurídica
21785,João Silva,1955-01-30,M,Porto Alegre,RS,2023-07-08,Pessoa Física
21786,João Nascimento,1980-08-10,F,Campinas,SP,2026-09-04,Pessoa Física
21787,Rafael Santos,1996-06-12,M,Santa Maria,RS,2020-03-28,Pessoa Física
21788,Sabrina Santos,2004-11-15,M,Joinville,SC,2021-06-23,Alta Renda
21789,William Rodrigues,1992-05-29,F,Campinas,SP,2020-07-20,Alta Renda
21790,Tiago Lima,1981-01-14,F,Blumenau,SC,2021-02-14,Pessoa Física
21791,Daniel Araújo,1978-05-24,F,Londrina,PR,2026-10-26,Alta Renda
21792,Ana Nascimento,1996-09-24,F,Joinville,SC,2020-11-12,Pessoa Física
21793,Patrícia Pereira,1958-07-08,M,Brasília,DF,2022-10-12,Pessoa Física
21794,Empresa Fernandes 294 Ltda,2009-08-22,PJ,Santa Cruz do Sul,RS,2023-12-02,Pessoa Jurídica
21795,Empresa Oliveira 295 Ltda,1997-12-13,PJ,Santa Cruz do Sul,RS,2026-04-16,Pessoa Jurídica
21796,Natália Lima,1954-12-21,F,Campinas,SP,2023-11-22,Pessoa Física
21797,Rafael Silva,1979-11-21,F,Goiânia,GO,2025-10-10,Pessoa Física
21798,Empresa Pereira 298 Ltda,2014-08-19,PJ,Santa Maria,RS,2019-11-14,Pessoa Jurídica
21799,Ana Araújo,1998-11-17,M,Belo Horizonte,MG,2022-01-06,Pessoa Física
21800,Eduarda Costa,1985-02-03,M,Goiânia,GO,2018-03-27,Alta Renda
21801,Otávio Oliveira,1994-02-23,F,São Paulo,SP,2023-01-02,Pessoa Física
21802,Ana Lima,1956-07-03,M,Santa Cruz do Sul,RS,2021-08-16,Pessoa Física
21803,Marcos Almeida,1965-10-21,F,Santa Cruz do Sul,RS,2020-06-01,Pessoa Física
21804,Rafael Costa,1974-09-11,M,Rio de Janeiro,RJ,2023-06-27,Pessoa Física
21805,Patrícia Santos,1971-12-26,M,Curitiba,PR,2019-08-14,Alta Renda
21806,Felipe Araújo,1958-12-08,M,Florianópolis,SC,2022-03-25,Pessoa Física
21807,Empresa Santos 307 Ltda,2000-11-09,PJ,Londrina,PR,2022-12-06,Pessoa Jurídica
21808,João Rodrigues,1972-09-21,F,Brasília,DF,2018-03-19,Pessoa Física
21809,Empresa Souza 309 Ltda,2015-03-01,PJ,Goiânia,GO,2026-02-03,Pessoa Jurídica
21810,João Fernandes,1991-02-17,F,São Paulo,SP,2018-05-07,Alta Renda
21811,Empresa Silva 311 Ltda,1998-09-28,PJ,Santa Maria,RS,2019-12-20,Pessoa Jurídica
21812,Eduarda Souza,1958-09-11,F,Caxias do Sul,RS,2020-02-19,Pessoa Física
21813,João Souza,1980-07-20,F,Santa Cruz do Sul,RS,2025-10-19,Alta Renda
21814,Larissa Lima,2002-06-17,F,Porto Alegre,RS,2021-12-26,Pessoa Física
21815,Larissa Araújo,1998-03-10,M,Porto Alegre,RS,2018-06-03,Alta Renda
21816,Larissa Rodrigues,1993-07-29,M,Santa Maria,RS,2021-06-07,Pessoa Física
21817,Sabrina Araújo,1978-11-20,F,Blumenau,SC,2022-10-31,Alta Renda
21818,Empresa Rodrigues 318 Ltda,2003-02-24,PJ,Blumenau,SC,2021-12-01,Pessoa Jurídica
21819,Empresa Lima 319 Ltda,2005-07-16,PJ,Joinville,SC,2022-04-26,Pessoa Jurídica
21820,Carla Costa,1981-05-03,M,Vitória,ES,2023-10-18,Pessoa Física
21821,Gabriela Oliveira,2005-10-04,M,Blumenau,SC,2022-03-02,Pessoa Física
21822,Marcos Silva,2002-03-14,M,Rio de Janeiro,RJ,2022-12-30,Pessoa Física
21823,Eduarda Oliveira,1990-05-21,M,Londrina,PR,2024-02-29,Pessoa Física
21824,Vanessa Oliveira,1994-12-09,F,Vitória,ES,2018-07-24,Alta Renda
21825,Gabriela Almeida,1978-06-12,F,Londrina,PR,2024-04-28,Pessoa Física
21826,Rafael Oliveira,1986-03-30,F,Porto Alegre,RS,2025-09-08,Pessoa Física
21827,Patrícia Rodrigues,2005-01-25,F,Brasília,DF,2026-12-22,Alta Renda
21828,Vanessa Costa,1989-11-05,F,Joinville,SC,2022-08-19,Pessoa Física
21829,Empresa Nascimento 329 Ltda,2017-03-16,PJ,Santa Maria,RS,2019-03-14,Pessoa Jurídica
21830,Empresa Santos 330 Ltda,2003-11-26,PJ,Belo Horizonte,MG,2020-04-12,Pessoa Jurídica
21831,Empresa Souza 331 Ltda,2013-07-02,PJ,Porto Alegre,RS,2026-07-26,Pessoa Jurídica
21832,Felipe Almeida,1997-06-20,F,Belo Horizonte,MG,2021-10-11,Pessoa Física
21833,Rafael Rodrigues,1976-09-24,F,Brasília,DF,2025-01-19,Pessoa Física
21834,Empresa Pereira 334 Ltda,2004-05-30,PJ,Porto Alegre,RS,2019-03-19,Pessoa Jurídica
21835,João Almeida,1968-04-27,M,Goiânia,GO,2025-12-30,Pessoa Física
21836,William Oliveira,1971-08-24,M,Campinas,SP,2021-04-05,Pessoa Física
21837,Patrícia Silva,2001-08-15,M,Vitória,ES,2019-04-05,Alta Renda
21838,Henrique Rodrigues,1974-11-14,F,Curitiba,PR,2025-11-17,Pessoa Física
21839,Rafael Santos,1966-11-06,F,Florianópolis,SC,2026-01-26,Pessoa Física
21840,Felipe Santos,1986-09-24,M,Londrina,PR,2024-12-14,Pessoa Física
21841,Vanessa Santos,1967-10-01,F,Caxias do Sul,RS,2026-07-14,Pessoa Física
21842,Sabrina Fernandes,1983-09-27,F,Joinville,SC,2024-02-07,Pessoa Física
21843,Otávio Santos,1993-02-04,M,Porto Alegre,RS,2026-01-18,Pessoa Física
21844,Gabriela Araújo,1999-04-25,M,Campinas,SP,2019-04-15,Pessoa Física
21845,Henrique Costa,1971-10-27,F,Campinas,SP,2025-06-08,Alta Renda
21846,Empresa Nascimento 346 Ltda,2010-04-22,PJ,São Paulo,SP,2026-03-21,Pessoa Jurídica
21847,Bruno Oliveira,1962-10-18,M,Belo Horizonte,MG,2022-04-21,Pessoa Física
21848,Tiago Souza,1952-11-26,M,Santa Cruz do Sul,RS,2019-09-11,Pessoa Física
21849,Larissa Costa,1977-04-08,M,Santa Cruz do Sul,RS,2020-09-12,Alta Renda
21850,Otávio Silva,1997-07-31,M,Brasília,DF,2026-06-27,Alta Renda
21851,Marcos Silva,1992-08-16,F,Florianópolis,SC,2025-02-04,Pessoa Física
21852,Empresa Oliveira 352 Ltda,2008-09-13,PJ,Goiânia,GO,2023-06-15,Pessoa Jurídica
21853,Ana Pereira,1963-11-08,M,Vitória,ES,2021-02-14,Pessoa Física
21854,Felipe Souza,2000-04-13,M,Rio de Janeiro,RJ,2023-12-17,Pessoa Física
21855,Sabrina Nascimento,2003-02-23,M,Belo Horizonte,MG,2020-04-27,Pessoa Física
21856,Empresa Pereira 356 Ltda,2019-04-28,PJ,Curitiba,PR,2020-02-27,Pessoa Jurídica
21857,Tiago Almeida,1999-11-22,F,Caxias do Sul,RS,2022-01-14,Pessoa Física
21858,Larissa Souza,1952-07-01,F,Curitiba,PR,2022-04-17,Pessoa Física
21859,Daniel Fernandes,1990-11-27,M,Londrina,PR,2020-02-03,Pessoa Física
21860,Marcos Lima,1996-10-27,F,São Paulo,SP,2023-10-19,Pessoa Física
21861,Isabela Souza,1998-12-12,M,Florianópolis,SC,2025-03-27,Pessoa Física
21862,Vanessa Rodrigues,2004-12-30,M,Joinville,SC,2020-02-04,Pessoa Física
21863,João Almeida,2001-08-17,F,Caxias do Sul,RS,2019-08-06,Pessoa Física
21864,Empresa Nascimento 364 Ltda,2020-12-24,PJ,Londrina,PR,2024-03-15,Pessoa Jurídica
21865,Rafael Araújo,1961-08-17,F,Santa Cruz do Sul,RS,2024-02-08,Pessoa Física
21866,Empresa Silva 366 Ltda,2015-08-12,PJ,São Paulo,SP,2026-08-03,Pessoa Jurídica
21867,Sabrina Pereira,1989-07-13,M,Curitiba,PR,2026-02-13,Pessoa Física
21868,Daniel Nascimento,1985-07-14,F,Porto Alegre,RS,2026-10-14,Alta Renda
21869,Gabriela Pereira,1989-08-03,M,Blumenau,SC,2018-10-31,Pessoa Física
21870,William Rodrigues,1966-02-09,M,Curitiba,PR,2024-01-24,Pessoa Física
21871,Henrique Souza,1957-06-13,F,Londrina,PR,2019-08-14,Pessoa Física
21872,Empresa Pereira 372 Ltda,2011-05-29,PJ,Curitiba,PR,2019-08-18,Pessoa Jurídica
21873,Gabriela Souza,1969-06-01,M,Vitória,ES,2020-06-06,Pessoa Física
21874,João Almeida,1966-06-19,M,Vitória,ES,2023-10-27,Pessoa Física
21875,Empresa Oliveira 375 Ltda,2005-05-09,PJ,Joinville,SC,2026-01-18,Pessoa Jurídica
21876,Empresa Souza 376 Ltda,2020-01-15,PJ,Porto Alegre,RS,2025-09-21,Pessoa Jurídica
21877,Larissa Pereira,1981-06-03,F,Belo Horizonte,MG,2021-09-11,Alta Renda
21878,Bruno Silva,1957-10-06,F,Brasília,DF,2020-12-07,Pessoa Física
